tweet_id,timestamp,text,rating_numerator,rating_denominator,names,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,,3062,19974,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995,True,Pug,0.001,True,Bull mastiff,0.001,True
887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,,4773,27764,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.822,True,Redbone,0.088,True,Weimaraner,0.026,True
887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,No Name,,10402,42521,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.13,False,Tow truck,0.029,False,Shopping cart,0.026,False
887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,,15882,62916,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809,True,Rhodesian ridgeback,0.055,True,Beagle,0.039,True
887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,No Name,,9305,30883,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.331,True,Sea lion,0.276,False,Weimaraner,0.134,True
887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,No Name,,5266,28107,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.734,True,Eskimo dog,0.035,True,Staffordshire bullterrier,0.03,True
886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,,6753,31900,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793,True,Toy terrier,0.144,True,Can opener,0.032,False
886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,,2811,10950,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.31,True,Great pyrenees,0.186,True,Dandie dinmont,0.086,True
886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,,3954,20634,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.739,False,Sports car,0.14,False,Car wheel,0.044,False
886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,2796,19372,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999,True,Chihuahua,0.0,True,Boston bull,0.0,True
886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,,5588,25652,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.944,True,Shower cap,0.025,False,Siamese cat,0.003,False
885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,,5935,29882,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972,True,Shih-tzu,0.007,True,Bernese mountain dog,0.006,True
885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,,5649,32950,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369,True,Labrador retriever,0.266,True,Kuvasz,0.135,True
885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,No Name,,3861,20064,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.812,True,Siberian husky,0.072,True,Eskimo dog,0.056,True
884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,,15946,70539,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.26,True,American staffordshire terrier,0.198,True,Staffordshire bullterrier,0.128,True
884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,,4930,25500,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822,True,Norwich terrier,0.106,True,Norfolk terrier,0.037,True
884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,,4148,22289,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.546,True,French bulldog,0.404,True,Brabancon griffon,0.044,True
884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14.0,10.0,No Name,,5035,24871,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993,True,Cardigan,0.003,True,Chihuahua,0.002,True
884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12.0,10.0,Yogi,doggo,2645,18728,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707,True,Malinois,0.199,True,Norwegian elkhound,0.049,True
883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12.0,10.0,Noah,,3021,20046,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.611,True,Miniature pinscher,0.3,True,Kelpie,0.063,True
883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",13.5,10.0,Bella,,8728,42026,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden retriever,0.943,True,Labrador retriever,0.032,True,Kuvasz,0.006,True
883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13.0,10.0,Grizzwald,floofer,3256,20797,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.988,True,Tibetan mastiff,0.007,True,Newfoundland,0.002,True
883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13.0,10.0,No Name,,5864,33986,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden retriever,0.95,True,Labrador retriever,0.046,True,Kuvasz,0.002,True
882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13.0,10.0,Rusty,,3426,21917,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.467,True,Siberian husky,0.406,True,Dingo,0.073,False
882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12.0,10.0,Gus,pupper,4314,25904,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85,True,Chesapeake bay retriever,0.074,True,Flat-coated retriever,0.016,True
882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13.0,10.0,Stanley,,5363,25689,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.543,True,Chihuahua,0.252,True,Cardigan,0.108,True
882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13.0,10.0,Alfy,,10253,41100,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden retriever,0.762,True,Labrador retriever,0.099,True,Cocker spaniel,0.017,True
882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13.0,10.0,Koko,,4299,26881,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web site,0.95,False,Dhole,0.017,False,Golden retriever,0.007,True
881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12.0,10.0,Rey,,3010,22352,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.292,True,Chesapeake bay retriever,0.279,True,Koala,0.127,False
881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13.0,10.0,Gary,,9442,46461,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529,True,Afghan hound,0.25,True,Golden retriever,0.161,True
881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14.0,10.0,No Name,pupper,14154,45363,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281,True,Angora,0.272,False,Persian cat,0.115,False
881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12.0,10.0,Elliot,,4693,21369,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473,False,Indian elephant,0.246,False,Ibex,0.056,False
880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13.0,10.0,Louis,,2473,15691,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street sign,0.252,False,Umbrella,0.115,False,Traffic light,0.07,False
880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12.0,10.0,No Name,,3385,19543,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791,True,Norwich terrier,0.061,True,Chihuahua,0.034,True
880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12.0,10.0,Bella,,5502,26116,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden retriever,0.913,True,Labrador retriever,0.026,True,Cocker spaniel,0.009,True
880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12.0,10.0,Jesse,,3678,24727,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.239,True,Meerkat,0.104,False,Clumber,0.053,True
880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11.0,10.0,No Name,,3855,25349,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature pinscher,0.12,True,Rhodesian ridgeback,0.106,True,Beagle,0.106,True
879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13.0,10.0,Romeo,,3084,20538,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.814,True,Beagle,0.147,True,Cocker spaniel,0.009,True
879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12.0,10.0,Bailey,,2807,21560,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German short-haired pointer,0.48,True,Vizsla,0.124,True,Bath towel,0.073,False
879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13.0,10.0,Duddles,,39529,97004,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English springer,0.383,True,Boston bull,0.135,True,Cardigan,0.11,True
879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12.0,10.0,Jack,,2774,15473,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.664,False,Labrador retriever,0.033,True,Pembroke,0.019,True
879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11.0,10.0,Steven,,4158,20697,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.312,False,Window screen,0.169,False,Egyptian cat,0.133,False
879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13.0,10.0,Beau,,2371,17474,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.961,True,Miniature pinscher,0.009,True,American staffordshire terrier,0.009,True
878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13.0,10.0,Snoopy,puppo,3627,17796,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian greyhound,0.735,True,Whippet,0.15,True,Ibizan hound,0.04,True
878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13.0,10.0,Shadow,,1127,7096,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32,True,Collie,0.216,True,Appenzeller,0.129,True
878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14.0,10.0,Emmy,,6028,38709,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French bulldog,0.839,True,Boston bull,0.079,True,Toy terrier,0.015,True
877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13.0,10.0,Aja,,16775,72672,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake bay retriever,0.838,True,Labrador retriever,0.062,True,Weimaraner,0.041,True
877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12.0,10.0,Penny,,3382,20866,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995,True,Welsh springer spaniel,0.002,True,Bathtub,0.0,False
877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13.0,10.0,Dante,,4622,25224,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.51,True,Italian greyhound,0.09,True,Golden retriever,0.079,True
877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12.0,10.0,Nelly,,4931,24920,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.931,True,Cardigan,0.069,True,Basenji,0.0,True
876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12.0,10.0,Ginger,pupper,2957,19038,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.576,True,Redbone,0.241,True,Tibetan mastiff,0.089,True
876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13.0,10.0,Benedict,,2098,17291,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden retriever,0.875,True,Irish terrier,0.037,True,Chow,0.017,True
876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13.0,10.0,Venti,,4136,25773,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese mountain dog,0.534,True,Saint bernard,0.346,True,Greater swiss mountain dog,0.095,True
875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13.0,10.0,Goose,,3790,23108,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador retriever,0.8,True,Chesapeake bay retriever,0.18,True,Vizsla,0.005,True
875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13.0,10.0,Nugget,,4368,20206,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian husky,0.245,True,Pembroke,0.224,True,Dingo,0.161,False
875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12.0,10.0,No Name,,4189,23510,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West highland white terrier,0.714,True,Siberian husky,0.092,True,Great pyrenees,0.046,True
874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12.0,10.0,Cash,,4120,25636,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador retriever,0.836,True,Staffordshire bullterrier,0.047,True,Beagle,0.036,True
